PUBLICATION_DATE,UID,SITE_ID,DATE_COL,PSTL_CODE,VISIT_NO,YEAR,STUDY,INDEX_HEC,INDEX_LE,INDEX_SMR,INDEX_NIAG,NCCA_REG,SAMPLE_TYPE,STATION_DEPTH,MEAN_SECCHI_DEPTH,REP,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SECCHI_TIME,NARS_FLAG,NCCA_COMMENT,SECCHI_COMMENT
1/6/2022,171220,GLNS15-2157,7-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.9,,1,,3.9,3.9,,,, ctb=Y; secchi based on trans;Mean secchi estimated
1/6/2022,171221,GLNS15-2501,6-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.7,,0,N,,,16:40,,,
1/6/2022,171222,GLNS15-2158,7-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.3,5.7,0,N,,,12:33,,,
1/6/2022,171222,GLNS15-2158,7-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.3,,1,,5.9,5.7,,,,
1/6/2022,171222,GLNS15-2158,7-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.3,,2,,5.9,5.4,,,,
1/6/2022,171222,GLNS15-2158,7-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.3,,3,,5.3,5.6,,,,
1/6/2022,171524,GLBA15-3219,8-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4.1,3.841,0,Y,,,12:05,,,
1/6/2022,171524,GLBA15-3219,8-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4.1,,1,,4.1,4.1,,,, ctb=Y; secchi based on trans;Mean secchi estimated
1/6/2022,171612,GLNS15-1162,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,2.3,1.067,0,N,,,18:53,,,
1/6/2022,171612,GLNS15-1162,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,2.3,,1,,1.1,1,,,,
1/6/2022,171612,GLNS15-1162,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,2.3,,2,,1,0.8,,,,
1/6/2022,171612,GLNS15-1162,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,2.3,,3,,1.1,0.9,,,,
1/6/2022,171613,GLNS15-2148,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.5,5.167,0,N,,,17:30,,,
1/6/2022,171613,GLNS15-2148,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.5,,1,,5.3,5.1,,,,
1/6/2022,171613,GLNS15-2148,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.5,,2,,5.2,4.9,,,,
1/6/2022,171613,GLNS15-2148,8-Jul-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.5,,3,,5,5.1,,,,
1/6/2022,171685,LHLEC-034,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.5,6.333,0,N,,,13:21,,,
1/6/2022,171685,LHLEC-034,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.5,,1,,6.2,5.9,,,,
1/6/2022,171685,LHLEC-034,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.5,,2,,6.3,6.1,,,,
1/6/2022,171685,LHLEC-034,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.5,,3,,6.5,6.4,,,,
1/6/2022,171686,LHLEC-050,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12,3.9,0,N,,,14:23,,,
1/6/2022,171686,LHLEC-050,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12,,1,,3.9,3.8,,,,
1/6/2022,171686,LHLEC-050,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12,,2,,4,3.8,,,,
1/6/2022,171686,LHLEC-050,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12,,3,,3.8,3.6,,,,
1/6/2022,171687,NCCA15-12,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7.4,6.467,0,N,,,12:20,,,
1/6/2022,171687,NCCA15-12,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7.4,,1,,6.5,6.1,,,,
1/6/2022,171687,NCCA15-12,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7.4,,2,,6.4,6.2,,,,
1/6/2022,171687,NCCA15-12,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7.4,,3,,6.5,6.3,,,,
1/6/2022,171688,NCCA15-13,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,10.7,6.133,0,N,,,11:14,,,
1/6/2022,171688,NCCA15-13,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,10.7,,1,,5.9,5.8,,,,
1/6/2022,171688,NCCA15-13,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,10.7,,2,,6.2,6.1,,,,
1/6/2022,171688,NCCA15-13,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,10.7,,3,,6.3,6.1,,,,
1/6/2022,171831,GLNS15-2167,9-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.5,5.167,0,N,,,14:20,,,
1/6/2022,171831,GLNS15-2167,9-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.5,,1,,5.1,4.7,,,,
1/6/2022,171831,GLNS15-2167,9-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.5,,2,,5.1,4.6,,,,
1/6/2022,171831,GLNS15-2167,9-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.5,,3,,5.3,5,,,,
1/6/2022,171973,LHLEC-026,23-Sep-15,MI,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,10.6,2.733,0,N,,,12:33,,,
1/6/2022,171973,LHLEC-026,23-Sep-15,MI,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,10.6,,1,,2.8,2.5,,,,DONE WHILE DRIFTING
1/6/2022,171973,LHLEC-026,23-Sep-15,MI,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,10.6,,2,,2.6,2.6,,,,
1/6/2022,171973,LHLEC-026,23-Sep-15,MI,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,10.6,,3,,2.8,2.8,,,,
1/6/2022,171974,LHLEC-029,26-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,1,2.984,0,Y,,,10:05,,,
1/6/2022,171974,LHLEC-029,26-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,1,,1,,1,1,,,,From Molly Wick: estimated
1/6/2022,171975,LHLEC-033,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,11,4.6,0,N,,,10:25,,,
1/6/2022,171975,LHLEC-033,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,11,,1,,4.6,4.7,,,,"DONE DRIFTING, MULTIPLE REPOSITIONS."
1/6/2022,171975,LHLEC-033,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,11,,2,,4.6,4.5,,,,
1/6/2022,171975,LHLEC-033,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,11,,3,,4.6,4.4,,,,
1/6/2022,171976,LHLEC-037,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.8,2.806,0,,,,  :,,,
1/6/2022,171980,LHLEC-045,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9,6.167,0,N,,,8:50,,,
1/6/2022,171980,LHLEC-045,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9,,1,,6.2,5.8,,,,
1/6/2022,171980,LHLEC-045,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9,,2,,6.2,6,,,,
1/6/2022,171980,LHLEC-045,26-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9,,3,,6.1,5.9,,,,
1/6/2022,171981,LHLEC-106,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.2,2.3,0,N,,,11:29,,,
1/6/2022,171981,LHLEC-106,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.2,,1,,2.4,2.1,,,,
1/6/2022,171981,LHLEC-106,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.2,,2,,2.2,2.1,,,,
1/6/2022,171981,LHLEC-106,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.2,,3,,2.3,2.2,,,,
1/6/2022,171982,LHLEC-107,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.5,5.133,0,N,,,8:27,,,
1/6/2022,171982,LHLEC-107,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.5,,1,,5,5.1,,,,
1/6/2022,171982,LHLEC-107,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.5,,2,,5.2,5.1,,,,
1/6/2022,171982,LHLEC-107,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.5,,3,,5.2,5.1,,,,
1/6/2022,171983,LHLEC-111,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1,2.441,0,Y,,,9:03,,,
1/6/2022,171983,LHLEC-111,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1,,1,,1,1,,,,From Molly Wick: estimated
1/6/2022,171984,LHLEC-115,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4,2.767,0,N,,,10:45,,,
1/6/2022,171984,LHLEC-115,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4,,1,,2.6,2.5,,,,
1/6/2022,171984,LHLEC-115,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4,,2,,2.8,2.6,,,,
1/6/2022,171984,LHLEC-115,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4,,3,,2.9,2.7,,,,
1/6/2022,171985,LHLEC-122,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1.5,1.1,0,N,,,10:07,,,
1/6/2022,171985,LHLEC-122,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1.5,,1,,1.1,1,,,,
1/6/2022,171985,LHLEC-122,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1.5,,2,,1.1,0.9,,,,
1/6/2022,171985,LHLEC-122,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1.5,,3,,1.1,1,,,,
1/6/2022,171986,NCCA15-05,23-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,9.6,2.233,0,N,,,11:30,,,
1/6/2022,171986,NCCA15-05,23-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,9.6,,1,,2.5,1.7,,,,DONE WHILE DRIFTING
1/6/2022,171986,NCCA15-05,23-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,9.6,,2,,2.1,2,,,,
1/6/2022,171986,NCCA15-05,23-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,9.6,,3,,2.1,1.9,,,,
1/6/2022,171990,NCCA15-08,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,1.8,2.409,0,Y,,,9:36,,,
1/6/2022,171990,NCCA15-08,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,1.8,,1,,1.8,1.8,,,,From Molly Wick: estimated
1/6/2022,171991,NCCA15-10,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,2.4,1.917,0,Y,,,12:14,,,
1/6/2022,171991,NCCA15-10,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,2.4,,1,,2.4,2.4,,,,DENSE VEG ABOUT 1.5M PREVENTED TRUE READING.; From Molly Wick:estimated
1/6/2022,172042,GLNS15-2144,13-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,4.767,0,N,,,11:12,,,
1/6/2022,172042,GLNS15-2144,13-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,,1,,4.5,4.3,,,,
1/6/2022,172042,GLNS15-2144,13-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,,2,,4.9,4.6,,,,
1/6/2022,172042,GLNS15-2144,13-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,,3,,4.9,4.5,,,,
1/6/2022,172251,LHLEC-041,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.5,2.3,0,N,,,15:01,,,
1/6/2022,172251,LHLEC-041,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.5,,1,,2.2,2.1,,,,DONE WHILE DRIFTING
1/6/2022,172251,LHLEC-041,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.5,,2,,2.3,2,,,,
1/6/2022,172251,LHLEC-041,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.5,,3,,2.4,2,,,,
1/6/2022,172252,NCCA15-11,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,12.5,2.367,0,N,,,13:16,,,
1/6/2022,172252,NCCA15-11,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,12.5,,1,,2.1,2,,,,READING 2 IN SUN
1/6/2022,172252,NCCA15-11,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,12.5,,2,,2.5,2.5,,,,
1/6/2022,172252,NCCA15-11,26-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,12.5,,3,,2.5,2.2,,,,
1/6/2022,172800,LHLEC-103,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.1,4.7,0,N,,,12:34,,,
1/6/2022,172800,LHLEC-103,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.1,,1,,4.6,4.7,,,,
1/6/2022,172800,LHLEC-103,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.1,,2,,4.8,4.8,,,,
1/6/2022,172800,LHLEC-103,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.1,,3,,4.7,4.7,,,,
1/6/2022,172801,NCCA15-09,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,4.1,2.749,0,Y,,,10:47,,,
1/6/2022,172801,NCCA15-09,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,4.1,,1,,4.1,4.1,,,,From Molly Wick: estimated
1/6/2022,172802,LHLEC-123,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.9,1.733,0,N,,,9:28,,,
1/6/2022,172802,LHLEC-123,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.9,,1,,1.6,1.5,,,,
1/6/2022,172802,LHLEC-123,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.9,,2,,1.8,1.7,,,,
1/6/2022,172802,LHLEC-123,25-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.9,,3,,1.8,1.7,,,,
1/6/2022,172941,GLNS15-1160,17-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4.3,0.253,0,N,,,10:06,,,
1/6/2022,172941,GLNS15-1160,17-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4.3,,1,,0.26,0.24,,,,
1/6/2022,172941,GLNS15-1160,17-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4.3,,2,,0.25,0.24,,,,
1/6/2022,172941,GLNS15-1160,17-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4.3,,3,,0.25,0.23,,,,
1/6/2022,173110,GLNS15-2168,20-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5,0.527,0,N,,,10:03,,,
1/6/2022,173110,GLNS15-2168,20-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5,,1,,0.53,0.5,,,,
1/6/2022,173110,GLNS15-2168,20-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5,,2,,0.52,0.5,,,,
1/6/2022,173110,GLNS15-2168,20-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5,,3,,0.53,0.49,,,,
1/6/2022,173220,GLNS15-2149,21-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.8,0.997,0,N,,,10:32,,,
1/6/2022,173220,GLNS15-2149,21-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.8,,1,,1,0.98,,,,
1/6/2022,173220,GLNS15-2149,21-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.8,,2,,1,0.97,,,,
1/6/2022,173220,GLNS15-2149,21-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.8,,3,,0.99,0.98,,,,
1/6/2022,173230,GLNS15-1158,20-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15,4.633,0,N,,,15:03,,,
1/6/2022,173230,GLNS15-1158,20-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15,,1,,4.6,4.3,,,,
1/6/2022,173230,GLNS15-1158,20-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15,,2,,4.7,4.5,,,,
1/6/2022,173230,GLNS15-1158,20-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15,,3,,4.6,4.2,,,,
1/6/2022,173491,GLBA15-1013,22-Jul-15,PA,2,2015,Lake_Erie_Study,,N,,,Great Lakes,SECC,5.8,1.8,0,N,,,10:55,,,
1/6/2022,173491,GLBA15-1013,22-Jul-15,PA,2,2015,Lake_Erie_Study,,N,,,Great Lakes,SECC,5.8,,1,,1.8,1.5,,,,
1/6/2022,173491,GLBA15-1013,22-Jul-15,PA,2,2015,Lake_Erie_Study,,N,,,Great Lakes,SECC,5.8,,2,,1.7,1.6,,,,
1/6/2022,173491,GLBA15-1013,22-Jul-15,PA,2,2015,Lake_Erie_Study,,N,,,Great Lakes,SECC,5.8,,3,,1.9,1.7,,,,
1/6/2022,173530,GLNS15-1152,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.1,1.843,0,N,,,10:01,,,
1/6/2022,173530,GLNS15-1152,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.1,,1,,1.85,1.7,,,,
1/6/2022,173530,GLNS15-1152,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.1,,2,,1.83,1.72,,,,
1/6/2022,173530,GLNS15-1152,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.1,,3,,1.85,1.72,,,,
1/6/2022,173560,GLNS15-1167,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.6,2.7,0,N,,,10:32,,,
1/6/2022,173560,GLNS15-1167,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.6,,1,,2.5,2.1,,,,
1/6/2022,173560,GLNS15-1167,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.6,,2,,2.7,2.3,,,,
1/6/2022,173560,GLNS15-1167,23-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,11.6,,3,,2.9,2.2,,,,
1/6/2022,173750,GLNS15-1154,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.3,3.667,0,N,,,9:40,,,
1/6/2022,173750,GLNS15-1154,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.3,,1,,3.7,3.5,,,,
1/6/2022,173750,GLNS15-1154,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.3,,2,,3.5,3.2,,,,
1/6/2022,173750,GLNS15-1154,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.3,,3,,3.8,3.5,,,,
1/6/2022,173754,GLNS15-1168,9-Aug-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,9.5,4.833,0,N,,,18:22,,,
1/6/2022,173754,GLNS15-1168,9-Aug-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,9.5,,1,,4.8,4.6,,,,
1/6/2022,173754,GLNS15-1168,9-Aug-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,9.5,,2,,4.8,4.6,,,,
1/6/2022,173754,GLNS15-1168,9-Aug-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,9.5,,3,,4.9,4.7,,,,
1/6/2022,173765,GLNS15-1172,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.4,1.283,0,N,,,9:40,,,
1/6/2022,173765,GLNS15-1172,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.4,,1,,1.29,1.2,,,,
1/6/2022,173765,GLNS15-1172,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.4,,2,,1.28,1.2,,,,
1/6/2022,173765,GLNS15-1172,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.4,,3,,1.28,1.21,,,,
1/6/2022,173811,GLNS15-2154,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.3,3.067,0,N,,,11:08,,,
1/6/2022,173811,GLNS15-2154,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.3,,1,,3,2.8,,,,
1/6/2022,173811,GLNS15-2154,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.3,,2,,3.1,2.9,,,,
1/6/2022,173811,GLNS15-2154,24-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.3,,3,,3.1,3,,,,
1/6/2022,173880,GLNS15-2143,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,8.4,2.667,0,N,,,10:35,,,
1/6/2022,173880,GLNS15-2143,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,8.4,,1,,2.6,2.4,,,,
1/6/2022,173880,GLNS15-2143,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,8.4,,2,,2.7,2.4,,,,
1/6/2022,173880,GLNS15-2143,23-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,8.4,,3,,2.7,2.5,,,,
1/6/2022,173920,STMR-027,28-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,12.6,8.8,0,N,,,14:58,,,
1/6/2022,173920,STMR-027,28-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,12.6,,1,,8.9,8.7,,,,
1/6/2022,173920,STMR-027,28-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,12.6,,2,,9,8.6,,,,
1/6/2022,173920,STMR-027,28-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,12.6,,3,,8.5,8.5,,,,
1/6/2022,173921,STMR-030,31-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,2.5,4.434,0,Y,,,13:56,,,
1/6/2022,173921,STMR-030,31-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,2.5,,1,,2.5,2.5,,,,From Molly Wick: estimated
1/6/2022,173922,STMR-035,29-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,14,5.083,0,N,,,8:52,,,
1/6/2022,173922,STMR-035,29-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,14,,1,,5.1,4.9,,,,METERS
1/6/2022,173922,STMR-035,29-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,14,,2,,5.05,4.9,,,,
1/6/2022,173922,STMR-035,29-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,14,,3,,5.1,5.05,,,,
1/6/2022,173923,STMR-038,30-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,1.7,3.672,0,Y,,, 9:16,,,
1/6/2022,173923,STMR-038,30-Jul-15,MI,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,1.7,,1,,1.7,1.7,,,,From Molly Wick: estimated
1/6/2022,173924,STMR-039,29-Jul-15,ON,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,8.3,7.433,0,N,,, 8:59,,,
1/6/2022,173924,STMR-039,29-Jul-15,ON,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,8.3,,1,,7.4,7.3,,,,
1/6/2022,173924,STMR-039,29-Jul-15,ON,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,8.3,,2,,7.5,7.1,,,,
1/6/2022,173924,STMR-039,29-Jul-15,ON,1,2015,St_Marys_River,,,Y,,Great Lakes,SECC,8.3,,3,,7.4,7,,,,
